"","id","state","party","year","agree","recipient"
"111",111,"CA","R",2017,1.23800234488256,"0"
"112",112,"CA","R",2017,0.843016257605999,"0"
"113",113,"CA","D",2017,0.289620205836161,"0"
"114",114,"CA","D",2017,0.286482538311569,"0"
"115",115,"CA","D",2017,0.0681870133211442,"0"
"116",116,"CA","D",2017,0.131508748923819,"0"
"117",117,"CA","D",2017,-0.0207444294607747,"0"
"118",118,"CA","D",2017,0.048402581604153,"0"
"119",119,"CA","R",2017,1.08888993258407,"0"
"120",120,"CA","R",2017,0.77335759629848,"0"
"121",121,"CA","D",2017,-0.344373876187267,"0"
"122",122,"CA","D",2017,-0.194689711986595,"0"
"123",123,"CA","D",2017,-0.01029604612942,"0"
"124",124,"CA","D",2017,0.319836100511097,"0"
"125",125,"CA","D",2017,0.421062820473481,"0"
"126",126,"CA","D",2017,-0.117688711042703,"0"
"127",127,"CA","R",2017,0.813531295935583,"0"
"128",128,"CA","R",2017,0.5990714282055,"0"
"129",129,"CA","R",2017,0.602453294123424,"0"
"130",130,"CA","D",2017,-0.342953684616699,"0"
"131",131,"CA","D",2017,0.00800320034561192,"0"
"132",132,"CA","D",2017,0.271823424204301,"0"
"133",133,"CA","D",2017,0.00775447207648557,"0"
"134",134,"CA","D",2017,-0.0968935727190727,"0"
"135",135,"CA","D",2017,-0.350742902011809,"0"
"136",136,"CA","D",2017,0.146186992887584,"0"
"137",137,"CA","R",2017,0.645331966097095,"0"
"138",138,"CA","R",2017,0.66676124335049,"0"
"139",139,"CA","R",2017,1.18897825332577,"0"
"140",140,"CA","R",2017,1.28155502299189,"0"
"141",141,"CA","D",2017,0.177596714645135,"0"
"142",142,"CA","D",2017,0.711216934775332,"0"
"143",143,"CA","D",2017,-0.0245900533944738,"0"
"144",144,"CA","D",2017,0.471493313386456,"0"
"145",145,"CA","D",2017,0.732213639886599,"0"
"146",146,"CA","D",2017,0.458807854895283,"0"
"147",147,"CA","D",2017,0.105806415329708,"0"
"148",148,"CA","D",2017,0.347537114896077,"0"
"149",149,"CA","D",2017,-0.295471914463008,"0"
"150",150,"CA","R",2017,0.857978224352818,"0"
"151",151,"CA","R",2017,0.947415937694445,"0"
"152",152,"CA","R",2017,1.01419599283862,"0"
"153",153,"CA","D",2017,-0.576456618527912,"0"
"154",154,"CA","D",2017,0.710850064021811,"0"
"155",155,"CA","D",2017,-0.126179499523842,"0"
"156",156,"CA","D",2017,-0.304991889757336,"0"
"157",157,"CA","D",2017,0.126919969954654,"0"
"158",158,"CA","D",2017,0.0406094376826574,"0"
"159",159,"CA","D",2017,-0.176946354906365,"0"
"160",160,"CA","D",2017,-0.202757714762687,"0"
"161",161,"CA","D",2017,-0.0551948014172805,"0"
"162",162,"CA","D",2017,0.281460514476008,"0"
"163",163,"CA","D",2017,0.252170936337194,"0"
"164",164,"CA","R",2017,1.16991246874976,"0"
"165",165,"CA","R",2017,0.676067304390569,"0"
"166",166,"CA","R",2017,0.644860298988133,"0"
"167",167,"CA","D",2017,0.234216986093273,"0"
"168",168,"CA","D",2017,0.241731631166198,"0"
"169",169,"CA","D",2017,-0.0251210272539366,"0"
"170",170,"CA","R",2017,1.11176468590386,"0"
"171",171,"CA","R",2017,0.339778211516734,"0"
"172",172,"CA","R",2017,0.609173353477388,"0"
"173",173,"CA","D",2017,-0.0876007504661849,"0"
"174",174,"CA","D",2017,0.263326490235163,"0"
"175",175,"CA","D",2017,-0.257799988633142,"0"
"176",176,"CA","R",2017,1.18129345925964,"0"
"177",177,"CA","R",2017,1.52416403379734,"0"
"178",178,"CA","R",2017,1.31347002516988,"0"
"179",179,"CA","D",2017,0.335236581097577,"0"
"180",180,"CA","D",2017,0.369369273035772,"0"
"181",181,"CA","D",2017,-0.221486325538641,"0"
"182",182,"CA","D",2017,-0.132510501917225,"0"
"183",183,"CA","D",2017,0.49057206790876,"0"
"184",184,"CA","D",2017,-0.0869662175960044,"0"
"185",185,"CA","D",2017,0.0427184969778201,"0"
"186",186,"CA","D",2017,-0.182912016222634,"0"
"187",187,"CA","D",2017,0.0372281475939605,"0"
"188",188,"CA","D",2017,0.238531628408009,"0"
"189",189,"CA","D",2017,0.25093342117495,"0"
"190",190,"CA","R",2017,0.564851774296279,"0"
"191",191,"CA","R",2017,0.624625981849461,"0"
"192",192,"CA","D",2017,0.462407156173795,"0"
"193",193,"CA","D",2017,0.137653734892233,"0"
"194",194,"CA","D",2017,0.807814753440594,"0"
"195",195,"CA","R",2017,0.907001323893851,"0"
"196",196,"CA","R",2017,0.596658977155708,"0"
"197",197,"CA","D",2017,0.000875875722720854,"0"
"198",198,"CA","D",2017,0.0561270442611241,"0"
"199",199,"CA","D",2017,0.0966846831867879,"0"
"200",200,"CA","D",2017,0.190197311513614,"0"
"201",201,"CA","D",2017,-0.43946497473131,"0"
"202",202,"CA","D",2017,-0.0604675403780418,"0"
"203",203,"CA","D",2017,0.0574283227835627,"0"
"204",204,"CA","D",2017,0.361020176794722,"0"
"205",205,"CA","D",2017,-0.326573003454549,"0"
"206",206,"CA","D",2017,0.62328756662565,"0"
"207",207,"CA","D",2017,-0.285377327758878,"0"
"208",208,"CA","D",2017,0.39061674340445,"0"
"209",209,"CA","D",2017,0.508832367547583,"0"
"210",210,"CA","D",2017,0.406876064638899,"0"
"211",211,"CA","D",2017,0.255200579543304,"0"
"212",212,"CA","D",2017,0.839733195676986,"0"
"213",213,"CA","D",2017,-0.0989524207326829,"0"
"214",214,"CA","D",2017,0.606247706935922,"0"
"215",215,"CA","D",2017,-0.242878418401004,"0"
"216",216,"CA","D",2017,0.0581066536680355,"0"
"217",217,"CA","D",2017,0.626317895123405,"0"
"218",218,"CA","D",2017,0.375166936985363,"0"
"219",219,"CA","D",2017,-0.230271272103386,"0"
"220",220,"CA","D",2017,0.172710457492417,"0"
"221",221,"CA","D",2017,0.241497131220244,"0"
"222",222,"CA","D",2017,-0.314932544745516,"0"
"223",223,"CA","D",2017,-0.00608326685911703,"0"
"224",224,"CA","D",2017,0.192562875136982,"0"
"225",225,"CA","D",2017,0.0656923158260348,"0"
"226",226,"CA","R",2017,0.760180617257724,"0"
"227",227,"CA","R",2017,1.3291208185898,"0"
"228",228,"CA","D",2017,-0.227763507041223,"0"
"229",229,"CA","D",2017,0.120295810293164,"0"
"230",230,"CA","D",2017,0.255825272152707,"0"
"231",231,"CA","D",2017,0.13958647435347,"0"
"232",232,"CA","D",2017,-0.135610347825624,"0"
"233",233,"CA","D",2017,-0.102711698208445,"0"
"234",234,"CA","R",2017,1.46892602769839,"0"
"235",235,"CA","R",2017,1.47706981036641,"0"
"236",236,"CO","R",2017,1.22486263600653,"0"
"237",237,"CO","R",2017,1.0071025368124,"0"
"238",238,"CO","R",2017,0.569942470937314,"0"
"239",239,"CO","R",2017,0.822648458963453,"0"
"240",240,"CO","R",2017,0.964776590165261,"0"
"241",241,"CO","D",2017,-0.104362942131412,"0"
"242",242,"CO","D",2017,-0.166413509418388,"0"
"243",243,"CO","D",2017,0.209329853182078,"0"
"244",244,"CO","D",2017,0.419652106767301,"0"
"245",245,"CO","D",2017,0.0577185545620284,"0"
"246",246,"CO","R",2017,0.725492643642992,"0"
"247",247,"CO","R",2017,1.10705275590792,"0"
"248",248,"CO","R",2017,0.995285438595069,"0"
"249",249,"CO","D",2017,0.350650933583398,"0"
"250",250,"CO","D",2017,-0.370056252217693,"0"
"251",251,"CO","D",2017,0.391409831346441,"0"
"252",252,"CO","D",2017,0.353499931953034,"0"
"253",253,"CO","D",2017,-0.190940530080371,"0"
"254",254,"CO","D",2017,0.268102958898276,"0"
"255",255,"CO","D",2017,0.557201663738596,"0"
"256",256,"CO","R",2017,0.825802465269662,"0"
"257",257,"CO","R",2017,1.03604444625574,"0"
"258",258,"CO","R",2017,1.34246626058705,"0"
"259",259,"CT","D",2017,0.378479226460343,"0"
"260",260,"CT","D",2017,0.672968692010318,"0"
"261",261,"CT","D",2017,0.206970486442636,"0"
"262",262,"CT","D",2017,0.158951876937423,"0"
"263",263,"CT","D",2017,0.00743543733883628,"0"
"264",264,"CT","D",2017,-0.0692452385798323,"0"
"265",265,"CT","D",2017,0.467586272854811,"0"
"266",266,"CT","D",2017,0.542838989502267,"0"
"267",267,"CT","D",2017,-0.269014915777842,"0"
"268",268,"CT","D",2017,0.311810787726003,"0"
"269",269,"CT","D",2017,0.37700207988928,"0"
"270",270,"CT","D",2017,0.152101228799569,"0"
"271",271,"CT","D",2017,0.00246419039301996,"0"
"272",272,"CT","D",2017,0.385427965370722,"0"
"273",273,"CT","D",2017,0.163045425428261,"0"
"274",274,"CT","D",2017,-0.290517850906174,"0"
"275",275,"DE","D",2017,0.743091941590427,"0"
"276",276,"DE","D",2017,0.446997404568804,"0"
"277",277,"DE","D",2017,-0.435561775363765,"0"
"278",278,"FL","R",2017,1.12096844888384,"1"
"279",279,"FL","R",2017,1.17707331828904,"1"
"280",280,"FL","R",2017,1.45478527558919,"1"
"281",281,"FL","R",2017,1.0783364370693,"1"
"282",282,"FL","R",2017,1.2943691909097,"1"
"283",283,"FL","R",2017,0.834425394018964,"1"
"284",284,"FL","D",2017,0.534283073098767,"1"
"285",285,"FL","D",2017,-0.411113999552162,"1"
"286",286,"FL","D",2017,0.00681577044928398,"1"
"287",287,"FL","R",2017,0.850616592067823,"1"
"288",288,"FL","R",2017,0.466615999137678,"1"
"289",289,"FL","D",2017,0.13364525522557,"1"
"290",290,"FL","D",2017,0.486987509623014,"1"
"291",291,"FL","D",2017,0.121982069762507,"1"
"292",292,"FL","R",2017,0.730315390084895,"1"
"293",293,"FL","R",2017,0.77808122016949,"1"
"294",294,"FL","R",2017,0.964558542706972,"1"
"295",295,"FL","D",2017,0.0713009758798948,"1"
"296",296,"FL","D",2017,0.0430631140772202,"1"
"297",297,"FL","D",2017,-0.231543062773602,"1"
"298",298,"FL","R",2017,0.831705359635265,"1"
"299",299,"FL","R",2017,0.731349138672485,"1"
"300",300,"FL","D",2017,0.598087004721426,"1"
"301",301,"FL","D",2017,0.274154635411813,"1"
"302",302,"FL","D",2017,-0.177606116778688,"1"
"303",303,"FL","R",2017,0.830100126766179,"1"
"304",304,"FL","R",2017,1.2853728006645,"1"
"305",305,"FL","R",2017,1.01719607609178,"1"
"306",306,"FL","D",2017,-0.324049452119471,"1"
"307",307,"FL","D",2017,0.000214301062927497,"1"
"308",308,"FL","D",2017,-0.338514382551062,"1"
"309",309,"FL","R",2017,1.07127976069954,"1"
"310",310,"FL","R",2017,0.810768837836041,"1"
"311",311,"FL","R",2017,0.458487299609764,"1"
"312",312,"FL","D",2017,-0.121388843617649,"1"
"313",313,"FL","D",2017,0.370821050449866,"1"
"314",314,"FL","D",2017,-0.266438019611008,"1"
"315",315,"FL","D",2017,-0.111843422201845,"1"
"316",316,"FL","D",2017,0.236200561436402,"1"
"317",317,"FL","D",2017,0.0861312938772424,"1"
"318",318,"FL","R",2017,0.616099794535111,"1"
"319",319,"FL","R",2017,0.954098694205813,"1"
"320",320,"FL","R",2017,1.00849240792571,"1"
"321",321,"FL","D",2017,0.23586825050666,"1"
"322",322,"FL","D",2017,0.299095447232446,"1"
"323",323,"FL","D",2017,0.192655647853361,"1"
"324",324,"FL","D",2017,0.402215456613873,"1"
"325",325,"FL","D",2017,0.396305912857822,"1"
"326",326,"FL","R",2017,0.872696322741727,"1"
"327",327,"FL","R",2017,0.595369004937696,"1"
"328",328,"FL","R",2017,0.696427179468173,"1"
"329",329,"FL","R",2017,0.289418360491095,"1"
"330",330,"FL","R",2017,0.908747527183972,"1"
"331",331,"FL","R",2017,0.774343810870299,"1"
"332",332,"FL","R",2017,0.942436666767298,"1"
"333",333,"FL","R",2017,0.964875730148619,"1"
"334",334,"FL","R",2017,1.08267022981911,"1"
"335",335,"FL","R",2017,0.939679550738084,"1"
"336",336,"FL","R",2017,0.832615475026848,"1"
"337",337,"FL","R",2017,0.348191732000359,"1"
"338",338,"FL","R",2017,0.955106104260212,"1"
"339",339,"FL","R",2017,1.32254855531237,"1"
"340",340,"FL","R",2017,0.484864030426754,"1"
"341",341,"FL","D",2017,-0.0628109800586086,"1"
"342",342,"FL","D",2017,0.185898676523553,"1"
"343",343,"FL","D",2017,-0.580513473577216,"1"
"344",344,"FL","D",2017,-0.0279232112609249,"1"
"345",345,"FL","D",2017,0.22573887489849,"1"
"346",346,"FL","R",2017,1.07157481111052,"1"
"347",347,"FL","R",2017,1.58349547154754,"1"
"348",348,"FL","R",2017,0.396864249889272,"1"
"349",349,"FL","R",2017,0.975840592054438,"1"
"350",350,"FL","D",2017,0.079054347396391,"1"
"351",351,"FL","D",2017,-0.148997760814917,"1"
"352",352,"FL","D",2017,0.190936353604467,"1"
"353",353,"FL","R",2017,0.291324643238424,"1"
"354",354,"FL","R",2017,0.702689514352336,"1"
"355",355,"FL","R",2017,0.551453209210137,"1"
"356",356,"FL","D",2017,-0.0398426535676018,"1"
"357",357,"FL","D",2017,0.206204036003149,"1"
"358",358,"FL","D",2017,0.00968777517988513,"1"
"359",359,"FL","R",2017,0.585957686170034,"1"
"360",360,"FL","R",2017,0.848645063502468,"1"
"361",361,"FL","R",2017,0.650733275379004,"1"
"362",362,"FL","R",2017,0.446579568243519,"1"
"363",363,"FL","R",2017,0.897639146020476,"1"
"364",364,"GA","R",2017,1.25827743850549,"1"
"365",365,"GA","R",2017,0.6852565912279,"1"
"366",366,"GA","R",2017,1.36722018586924,"1"
"367",367,"GA","D",2017,0.142174262249643,"1"
"368",368,"GA","D",2017,0.453775622643413,"1"
"369",369,"GA","D",2017,-0.0660473911796898,"1"
"370",370,"GA","R",2017,1.33665056401768,"1"
"371",371,"GA","R",2017,0.822502954677973,"1"
"372",372,"GA","R",2017,0.446854834110092,"1"
"373",373,"GA","R",2017,1.0754924814624,"1"
"374",374,"GA","R",2017,0.909244583545936,"1"
"375",375,"GA","R",2017,1.13025453809784,"1"
"376",376,"GA","R",2017,0.661753817622065,"1"
"377",377,"GA","R",2017,1.09242867662235,"1"
"378",378,"GA","R",2017,1.12606245103032,"1"
"379",379,"GA","R",2017,0.918210995478506,"1"
"380",380,"GA","R",2017,1.14915780278949,"1"
"381",381,"GA","R",2017,1.04557509352036,"1"
"382",382,"GA","R",2017,0.486733940172401,"1"
"383",383,"GA","R",2017,1.5191586027154,"1"
"384",384,"GA","R",2017,1.06485441881732,"1"
"385",385,"GA","R",2017,0.962462437574764,"1"
"386",386,"GA","R",2017,0.867845633383772,"1"
"387",387,"GA","D",2017,0.254153220687423,"1"
"388",388,"GA","D",2017,-0.11237639580606,"1"
"389",389,"GA","D",2017,0.201887900710062,"1"
"390",390,"GA","D",2017,0.034453863381538,"1"
"391",391,"GA","D",2017,0.393053799964315,"1"
"392",392,"GA","D",2017,-0.26742988119559,"1"
"393",393,"GA","R",2017,0.648231560798213,"1"
"394",394,"GA","R",2017,0.764099691078784,"1"
"395",395,"GA","R",2017,1.55838081492454,"1"
"396",396,"GA","D",2017,0.162520142022237,"1"
"397",397,"GA","D",2017,0.0861300826155026,"1"
"398",398,"GA","D",2017,0.328559423094067,"1"
"399",399,"GA","D",2017,0.297500156349763,"1"
"400",400,"GA","D",2017,-0.140370179776404,"1"
"401",401,"GA","R",2017,0.717515989211921,"1"
"402",402,"GA","R",2017,1.41668081209884,"1"
"403",403,"GA","R",2017,0.764541721709345,"1"
"404",404,"GA","R",2017,1.28895093379304,"1"
"405",405,"GA","R",2017,1.68829954026159,"1"
"406",406,"GA","R",2017,1.50176076594614,"1"
"407",407,"HI","D",2017,-0.304938148335112,"0"
"408",408,"HI","D",2017,-0.256974031833042,"0"
"409",409,"HI","D",2017,0.459763765592023,"0"
"410",410,"HI","D",2017,-0.147020787463422,"0"
"411",411,"HI","D",2017,-0.392822590514502,"0"
"412",412,"HI","D",2017,0.46176568728912,"0"
"413",413,"HI","D",2017,-0.292394728918913,"0"
"414",414,"IA","D",2017,-0.0874954833354488,"0"
"415",415,"IA","D",2017,0.568543549924275,"0"
"416",416,"IA","R",2017,0.654290466755005,"0"
"417",417,"IA","R",2017,1.13573050782116,"0"
"418",418,"IA","D",2017,0.218480887356572,"0"
"419",419,"IA","D",2017,0.390960220972542,"0"
"420",420,"IA","R",2017,1.06886597699727,"0"
"421",421,"IA","R",2017,1.05930824877775,"0"
"422",422,"IA","R",2017,0.980611437220018,"0"
"423",423,"IA","D",2017,0.162421812430436,"0"
"424",424,"IA","D",2017,0.520479753894724,"0"
"425",425,"IA","D",2017,0.0673788333582423,"0"
"426",426,"IA","R",2017,0.378950318014644,"0"
"427",427,"IA","R",2017,1.06617638498028,"0"
"428",428,"ID","R",2017,0.867810846255734,"0"
"429",429,"ID","R",2017,0.670440554057469,"0"
"430",430,"ID","R",2017,0.382208926787637,"0"
"431",431,"ID","R",2017,0.795875002910317,"0"
"432",432,"ID","R",2017,1.10442132103225,"0"
"433",433,"ID","R",2017,0.935136227365101,"0"
"434",434,"ID","R",2017,0.260866328095116,"0"
"435",435,"IL","D",2017,-0.122782510340614,"0"
"436",436,"IL","D",2017,0.476749508163767,"0"
"437",437,"IL","D",2017,-0.14897989171602,"0"
"438",438,"IL","R",2017,0.896223840465758,"0"
"439",439,"IL","R",2017,1.06198026290264,"0"
"440",440,"IL","R",2017,0.884634120750358,"0"
"441",441,"IL","D",2017,-0.302099620233345,"0"
"442",442,"IL","D",2017,0.0859128465237042,"0"
"443",443,"IL","D",2017,-0.0334392927333368,"0"
"444",444,"IL","D",2017,-0.24893486952583,"0"
"445",445,"IL","D",2017,0.116028677027377,"0"
"446",446,"IL","R",2017,1.40205759377006,"0"
"447",447,"IL","R",2017,0.654241919073111,"0"
"448",448,"IL","R",2017,0.960944303233727,"0"
"449",449,"IL","D",2017,-0.0961526532322859,"0"
"450",450,"IL","D",2017,0.589704888397295,"0"
"451",451,"IL","D",2017,-0.0797949376201951,"0"
"452",452,"IL","D",2017,-0.225053805146488,"0"
"453",453,"IL","D",2017,0.20160987025267,"0"
"454",454,"IL","D",2017,-0.336982364885643,"0"
"455",455,"IL","D",2017,0.152462886056064,"0"
"456",456,"IL","R",2017,0.927833291130185,"0"
"457",457,"IL","R",2017,0.888628403702071,"0"
"458",458,"IL","R",2017,0.809606296620741,"0"
"459",459,"IL","R",2017,1.00029412906255,"0"
"460",460,"IL","R",2017,0.58042659530948,"0"
"461",461,"IL","D",2017,-0.117399818449677,"0"
"462",462,"IL","D",2017,0.408544345912447,"0"
"463",463,"IL","D",2017,0.529310381626448,"0"
"464",464,"IL","D",2017,-0.234783797891098,"0"
"465",465,"IL","D",2017,0.325772508040962,"0"
"466",466,"IL","D",2017,-0.157048552819188,"0"
"467",467,"IL","D",2017,0.152785571418935,"0"
"468",468,"IL","D",2017,0.136675229220209,"0"
"469",469,"IL","D",2017,0.238768309247278,"0"
"470",470,"IL","R",2017,1.03194921154011,"0"
"471",471,"IL","R",2017,0.736027115270793,"0"
"472",472,"IL","R",2017,1.39692068312766,"0"
"473",473,"IL","D",2017,0.319537287641786,"0"
"474",474,"IL","D",2017,-0.0433858293558991,"0"
"475",475,"IL","D",2017,-0.121049918361042,"0"
"476",476,"IL","D",2017,0.0526636418964423,"0"
"477",477,"IL","D",2017,-0.182437442732887,"0"
"478",478,"IL","D",2017,-0.17289123170368,"0"
"479",479,"IL","R",2017,0.36502185648423,"0"
"480",480,"IL","R",2017,1.3770198912913,"0"
"481",481,"IL","R",2017,1.01204089701171,"0"
"482",482,"IL","R",2017,1.30038802924673,"0"
"483",483,"IL","R",2017,0.762640763915031,"0"
"484",484,"IL","D",2017,-0.394651104911995,"0"
"485",485,"IL","D",2017,0.0146627820235563,"0"
"486",486,"IL","D",2017,0.240845452210862,"0"
"487",487,"IL","D",2017,0.138849523807695,"0"
"488",488,"IL","D",2017,-0.0801455897791404,"0"
"489",489,"IL","D",2017,0.0363124678913246,"0"
"490",490,"IL","D",2017,0.106299354588402,"0"
"491",491,"IL","D",2017,-0.0429240442290813,"0"
"492",492,"IN","R",2017,1.284581005639,"0"
"493",493,"IN","R",2017,1.24705609223079,"0"
"494",494,"IN","R",2017,0.837900657337294,"0"
"495",495,"IN","R",2017,0.791036577044683,"0"
"496",496,"IN","R",2017,1.15728075671994,"0"
"497",497,"IN","R",2017,0.75019353981955,"0"
"498",498,"IN","R",2017,0.780967040386726,"0"
"499",499,"IN","R",2017,1.09678045652745,"0"
"500",500,"IN","R",2017,1.38836569048555,"0"
"501",501,"IN","R",2017,0.983621008863831,"0"
"502",502,"IN","R",2017,1.03799528674065,"0"
"503",503,"IN","D",2017,-0.00831435032864761,"0"
"504",504,"IN","D",2017,0.0917644365201589,"0"
"505",505,"IN","D",2017,-0.819818350443851,"0"
"506",506,"IN","R",2017,0.757663774916477,"0"
"507",507,"IN","R",2017,1.31080880336676,"0"
"508",508,"IN","R",2017,0.797155118037585,"0"
"509",509,"IN","R",2017,0.935621520455858,"0"
"510",510,"IN","R",2017,1.24314759622394,"0"
"511",511,"IN","R",2017,0.854213594498763,"0"
"512",512,"IN","R",2017,0.544015148019886,"0"
"513",513,"IN","R",2017,0.938825147244591,"0"
"514",514,"IN","R",2017,1.24092722984199,"0"
"515",515,"IN","D",2017,0.664939358494767,"0"
"516",516,"IN","D",2017,0.338666613267665,"0"
"517",517,"IN","D",2017,-0.0116080306057343,"0"
"518",518,"IN","R",2017,0.933152146916414,"0"
"519",519,"IN","R",2017,1.58236146306498,"0"
"520",520,"IN","R",2017,1.6842443305001,"0"
"521",521,"KS","D",2017,-0.470256816472083,"0"
"522",522,"KS","D",2017,0.304077736202334,"0"
"523",523,"KS","R",2017,0.483917725542101,"0"
"524",524,"KS","R",2017,0.640267634198076,"0"
"525",525,"KS","R",2017,0.634819634510161,"0"
"526",526,"KS","R",2017,0.912024520409098,"0"
"527",527,"KS","R",2017,1.28323960807316,"0"
"528",528,"KS","R",2017,0.636619023754474,"0"
"529",529,"KS","R",2017,1.17611349713241,"0"
